subset,source_model,filename,fusion,global_weight,patch_spat_weight,patch_temp_weight,patch_temp_mode,match_radius,top_m,temperature,lambda_dist,aggregation,bottomk_ratio,temporal_run_length,patch_region_size,patch_spat_percentile,patch_temp_percentile,patch_final_score,final_score
real,MSVD,-4wsuPCjDBc_5_15.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.23910482227802277,0.6955241560935974,0.6498821973800659,0.6498821973800659
real,MSVD,-7KMZQEsJW4_205_208.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.31330978870391846,0.40459364652633667,0.39546525478363037,0.39546525478363037
real,MSVD,-8y1Q0rA3n8_108_115.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.5047114491462708,0.273851603269577,0.29693758487701416,0.29693758487701416
real,MSVD,-8y1Q0rA3n8_95_102.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.8374558091163635,0.23792697489261627,0.2978798449039459,0.2978798449039459
real,MSVD,-AwoiGR6c8M_10_14.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.4570082426071167,0.11778563261032104,0.15170788764953613,0.15170788764953613
real,MSVD,-Cv5LsqKUXc_17_25.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.952296793460846,0.9222614765167236,0.9252650141716003,0.9252650141716003
real,MSVD,-Cv5LsqKUXc_71_76.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.8327444195747375,0.8003533482551575,0.8035924434661865,0.8035924434661865
real,MSVD,-DKuLXYoY3g_14_20.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.8521790504455566,0.38751471042633057,0.43398115038871765,0.43398115038871765
real,MSVD,-DRy7rBg0IQ_31_37.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.5347467660903931,0.28857478499412537,0.3131919801235199,0.3131919801235199
real,MSVD,-FugkxLmGO4_5_16.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.021790342405438423,0.42108362913131714,0.38115429878234863,0.38115429878234863
real,MSVD,-Ms9tsWmhyU_80_95.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.4517078995704651,0.2868080139160156,0.3032979965209961,0.3032979965209961
real,MSVD,-YI0cxuNcq8_262_272.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.5064781904220581,0.6048291921615601,0.5949941277503967,0.5949941277503967
real,MSVD,-_aaMGK6GGw_57_61.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.5465252995491028,0.8085983395576477,0.7823910713195801,0.7823910713195801
real,MSVD,-_hbPLsZvvo_172_179.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.7043580412864685,0.8722025752067566,0.8554181456565857,0.8554181456565857
real,MSVD,-_hbPLsZvvo_18_25.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.8945818543434143,0.9764428734779358,0.9682567715644836,0.9682567715644836
real,MSVD,-_hbPLsZvvo_19_25.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.9363957643508911,0.9540635943412781,0.952296793460846,0.952296793460846
real,MSVD,-_hbPLsZvvo_19_26.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.4,3,3,0.9363957643508911,0.9540635943412781,0.952296793460846,0.952296793460846
