video_path,subset,source_model,fps,duration_seconds,num_frames,downsample_idxs,1_sec_idxs,2_sec_idxs,3_sec_idxs,4_sec_idxs,dataset,exclusion_reason
datasets/comgenvid/real/MSVD/d-2C_N5anww_1_3.mp4,real,MSVD,29.97002997002997,1.735067,52,"[0, 4, 7, 11, 15, 19, 22, 26, 30, 34, 37, 41, 45, 49]","[22, 26, 30, 34, 37, 41, 45, 49]",,,,comgenvid,outside_frozen_evaluation_scope; see historical audit
datasets/comgenvid/real/MSVD/rOic25PnIx8_1_3.mp4,real,MSVD,30.0,1.866667,56,"[0, 4, 8, 11, 15, 19, 22, 26, 30, 34, 38, 41, 45, 49, 52]","[22, 26, 30, 34, 38, 41, 45, 49]",,,,comgenvid,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_10.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_100.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1000.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1001.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1002.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1003.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1004.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1005.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1006.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1007.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1008.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1009.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_101.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1010.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1011.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1012.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1013.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1014.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1015.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1016.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1017.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1018.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1019.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_102.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1020.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1021.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1022.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1023.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1024.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1025.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1026.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1027.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1028.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1029.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_103.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1030.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1031.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1032.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1033.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1034.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1035.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1036.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1037.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1038.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1039.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_104.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1040.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1041.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1042.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1043.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1044.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
datasets/genvideo/fake/Crafter/Crafter_1045.mp4,annotated,Crafter,10.0,1.6,16,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15]","[4, 5, 6, 8, 9, 10, 11, 12]",,,,genvideo,outside_frozen_evaluation_scope; see historical audit
