subset,source_model,filename,fusion,global_weight,patch_spat_weight,patch_temp_weight,patch_temp_mode,match_radius,top_m,temperature,lambda_dist,aggregation,bottomk_ratio,temporal_run_length,patch_region_size,patch_spat_percentile,patch_temp_percentile,patch_final_score,final_score
real,MSR-VTT,video0.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.4546273946762085,0.3413461446762085,0.3526742458343506,0.3526742458343506
real,MSR-VTT,video1.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.6903044581413269,0.5941506624221802,0.6037660241127014,0.6037660241127014
real,MSR-VTT,video10.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.8533653616905212,0.9880809187889099,0.974609375,0.974609375
real,MSR-VTT,video100.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.03044871799647808,0.14262820780277252,0.13141025602817535,0.13141025602817535
real,MSR-VTT,video1000.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.23888221383094788,0.4164663553237915,0.39870792627334595,0.39870792627334595
real,MSR-VTT,video1001.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.3061898946762085,0.5025039911270142,0.4828725755214691,0.4828725755214691
real,MSR-VTT,video1002.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.41436296701431274,0.20733173191547394,0.2280348539352417,0.2280348539352417
real,MSR-VTT,video1003.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.30288460850715637,0.37189504504203796,0.36499398946762085,0.36499398946762085
real,MSR-VTT,video1004.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.6186898946762085,0.5930488705635071,0.5956129431724548,0.5956129431724548
real,MSR-VTT,video1005.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.12840545177459717,0.2890625,0.27299678325653076,0.27299678325653076
real,MSR-VTT,video1006.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.9849759340286255,0.40825319290161133,0.4659254550933838,0.4659254550933838
real,MSR-VTT,video1007.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.7805488705635071,0.8075921535491943,0.8048878312110901,0.8048878312110901
real,MSR-VTT,video1008.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.3548677861690521,0.6662660241127014,0.6351261734962463,0.6351261734962463
real,MSR-VTT,video1009.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.9068509340286255,0.6124799847602844,0.6419170498847961,0.6419170498847961
real,MSR-VTT,video101.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.7606169581413269,0.8111979365348816,0.8061398267745972,0.8061398267745972
real,MSR-VTT,video1010.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,2,0.9578325152397156,0.6733773946762085,0.7018228769302368,0.7018228769302368
