subset,source_model,filename,final_score
real,DiDeMo,p000013.mp4,0.34284494937603016
real,DiDeMo,p000018.mp4,0.27726924888156346
real,DiDeMo,p000022.mp4,0.7494260654579703
real,DiDeMo,p000035.mp4,0.6691340946550506
real,DiDeMo,p000037.mp4,0.7073375323757947
real,DiDeMo,p000041.mp4,0.056392747821991995
real,DiDeMo,p000047.mp4,0.6623793265834707
real,DiDeMo,p000051.mp4,0.5536113727336944
real,DiDeMo,p000055.mp4,0.3544413703790911
real,DiDeMo,p000058.mp4,0.34826053684954084
real,DiDeMo,p000070.mp4,0.8854338356486933
real,DiDeMo,p000081.mp4,0.6563750882976218
real,DiDeMo,p000084.mp4,0.2966064280668707
real,DiDeMo,p000087.mp4,0.03608429479632681
real,DiDeMo,p000092.mp4,0.027431127854956442
real,DiDeMo,p000098.mp4,0.8472009653873322
real,DiDeMo,p000106.mp4,0.3862432305156581
real,DiDeMo,p000113.mp4,0.4062573581351542
real,DiDeMo,p000116.mp4,0.5381004238285849
real,DiDeMo,p000125.mp4,0.050550388509536144
real,DiDeMo,p000135.mp4,0.3012420532140334
real,DiDeMo,p000145.mp4,0.08099835177772545
real,DiDeMo,p000152.mp4,0.4971303272898516
real,DiDeMo,p000154.mp4,0.08142512361667059
real,DiDeMo,p000169.mp4,0.840343183423593
real,DiDeMo,p000170.mp4,0.48011831881327993
real,DiDeMo,p000172.mp4,0.6605545090652225
real,DiDeMo,p000181.mp4,0.7304273604897575
real,DiDeMo,p000193.mp4,0.23591652931481044
real,DiDeMo,p000200.mp4,0.25459147633623735
real,DiDeMo,p000208.mp4,0.3874352484106428
real,DiDeMo,p000209.mp4,0.9387803155168355
real,DiDeMo,p000212.mp4,0.4069931716505769
real,DiDeMo,p000213.mp4,0.14127619496114904
real,DiDeMo,p000217.mp4,0.47022898516599954
real,DiDeMo,p000222.mp4,0.8009330115375559
real,DiDeMo,p000224.mp4,0.6320343772074406
real,DiDeMo,p000236.mp4,0.431687073228161
real,DiDeMo,p000241.mp4,0.24907287497056746
real,DiDeMo,p000252.mp4,0.23310572168589594
real,DiDeMo,p000254.mp4,0.27022015540381444
real,DiDeMo,p000257.mp4,0.26256769484341885
real,DiDeMo,p000262.mp4,0.7181539910525077
real,DiDeMo,p000265.mp4,0.823640216623499
real,DiDeMo,p000266.mp4,0.7554303037438191
