subset,source_model,filename,global_score,patch_score,alpha,final_score
real,MSVD,-4wsuPCjDBc_5_15.mp4,0.0226483400047092,0.6641342639923096,0.6,0.2792427095997494
real,MSVD,-7KMZQEsJW4_205_208.mp4,0.6189663291735342,0.3446996510028839,0.6,0.5092596579052742
real,MSVD,-8y1Q0rA3n8_108_115.mp4,0.7422739580880622,0.2782096564769745,0.6,0.5566482374436271
real,MSVD,-8y1Q0rA3n8_95_102.mp4,0.3246997880857075,0.3293875157833099,0.6,0.3265748791647485
real,MSVD,-AwoiGR6c8M_10_14.mp4,0.2945755827643042,0.1680800914764404,0.6,0.24397738624915866
real,MSVD,-Cv5LsqKUXc_17_25.mp4,0.5093301153755592,0.887161374092102,0.6,0.6604626188621763
real,MSVD,-Cv5LsqKUXc_71_76.mp4,0.3528520131857782,0.7179034352302551,0.6,0.498872582003569
real,MSVD,-DKuLXYoY3g_14_20.mp4,0.6242053214033436,0.3567137718200683,0.6,0.5172087015700335
real,MSVD,-DRy7rBg0IQ_31_37.mp4,0.2885860607487638,0.3230859935283661,0.6,0.3023860338606047
real,MSVD,-FugkxLmGO4_5_16.mp4,0.1889127619496115,0.4074793756008148,0.6,0.27633940741009283
real,MSVD,-Ms9tsWmhyU_80_95.mp4,0.2659671532846715,0.3199646770954132,0.6,0.2875661628089682
real,MSVD,-YI0cxuNcq8_262_272.mp4,0.7276459854014599,0.6261484026908875,0.6,0.6870469523172309
real,MSVD,-_aaMGK6GGw_57_61.mp4,0.4529079350129503,0.8025323748588562,0.6,0.5927577109513127
real,MSVD,-_hbPLsZvvo_172_179.mp4,0.4486843654344243,0.8173145055770874,0.6,0.5961364214914896
real,MSVD,-_hbPLsZvvo_18_25.mp4,0.262052625382623,0.9598351120948792,0.6,0.5411656200675254
real,MSVD,-_hbPLsZvvo_19_25.mp4,0.2309129974099364,0.9490576982498168,0.6,0.5181708777458885
real,MSVD,-_hbPLsZvvo_19_26.mp4,0.2309129974099364,0.9490576982498168,0.6,0.5181708777458885
real,MSVD,-_hbPLsZvvo_211_219.mp4,0.4833411820108312,0.8444051742553711,0.6,0.6277667789086472
real,MSVD,-_hbPLsZvvo_269_275.mp4,0.387994466682364,0.7954063415527344,0.6,0.5509592166305122
real,MSVD,-_hbPLsZvvo_288_305.mp4,0.1684865787614786,0.758951723575592,0.6,0.404672636687124
real,MSVD,-_hbPLsZvvo_49_55.mp4,0.1242936190251942,0.7843934297561646,0.6,0.38833354331758235
real,MSVD,-_hbPLsZvvo_5_8.mp4,0.1010860607487638,0.5571849346160889,0.6,0.28352561029569384
real,MSVD,-bjOB4zS0uE_100_105.mp4,0.4044178243465975,0.7281507849693298,0.6,0.5339110085956904
real,MSVD,-dm-ds5rRaM_44_52.mp4,0.3890834706851895,0.2109540700912475,0.6,0.3178317104476127
real,MSVD,-joBOHlg5J0_72_80.mp4,0.2331351542265128,0.5368080139160156,0.6,0.3546042981023139
real,MSVD,-mAoVOhKy0c_4_9.mp4,0.0115964210030609,0.0134864542633295,0.6,0.01235243430716834
real,MSVD,-pUwIypksfE_13_23.mp4,0.0037085001177301,0.1021790355443954,0.6,0.043096714288396225
real,MSVD,-rkErLY0rRc_26_35.mp4,0.0230603955733458,0.0404593646526336,0.6,0.03001998320506092
real,MSVD,-rkErLY0rRc_63_67.mp4,0.345243701436308,0.6638398170471191,0.6,0.4726821476806325
real,MSVD,-rvjK0lE3z4_33_43.mp4,0.4200906522251001,0.5060070753097534,0.6,0.45445722145896145
real,MSVD,-s4-6QTT7HE_235_241.mp4,0.1062661878973393,0.6010012030601501,0.6,0.30416019396246363
real,MSVD,-t-ZWaJeH-o_0_15.mp4,0.4782346362137979,0.3810954093933105,0.6,0.43937894548560297
real,MSVD,-uT_1VDvXok_8_15.mp4,0.0831027784318342,0.1809776276350021,0.6,0.12225271811310136
real,MSVD,-vKO3uSG6Do_3_14.mp4,0.1554921120791146,0.2883981168270111,0.6,0.2086545139782732
real,MSVD,-vg3vR86fu0_1_6.mp4,0.4126295031787144,0.4545936286449432,0.6,0.42941515336520586
real,MSVD,-wa0umYJVGg_100_115.mp4,0.2714710383800329,0.5687279105186462,0.6,0.3903737872354782
real,MSVD,-wa0umYJVGg_117_123.mp4,0.4283906286790676,0.6561837196350098,0.6,0.5195078650614444
real,MSVD,-wa0umYJVGg_139_157.mp4,0.6083264657405227,0.995936393737793,0.6,0.7633704369394307
real,MSVD,-wa0umYJVGg_168_176.mp4,0.3421091358606075,0.7606006860733032,0.6,0.5095057559456858
real,MSVD,-wa0umYJVGg_23_41.mp4,0.1680450906522251,0.6345111727714539,0.6,0.3546315234999166
real,MSVD,-wa0umYJVGg_286_290.mp4,0.3022280433246997,0.66778564453125,0.6,0.44845108380731985
real,MSVD,-zOrV-5vh1A_69_76.mp4,0.1504444313633152,0.2341578304767608,0.6,0.18392979100869344
real,MSVD,02Z-kuB3IaM_2_13.mp4,0.4375588650812338,0.2024146020412445,0.6,0.3435011598652381
real,MSVD,04Gt01vatkk_248_265.mp4,0.8077907935012951,0.75,0.6,0.7846744761007771
real,MSVD,04Gt01vatkk_308_321.mp4,0.5496526960207205,0.6674322485923767,0.6,0.5967645170493829
real,MSVD,05gNigkqfNU_11_23.mp4,0.2477778431834235,0.9744405150413512,0.6,0.5384429119265945
real,MSVD,05gNigkqfNU_24_32.mp4,0.2187279255945373,0.8948763012886047,0.6,0.48918727587216426
