subset,source_model,filename,fusion,global_weight,patch_spat_weight,patch_temp_weight,patch_temp_mode,match_radius,top_m,temperature,lambda_dist,aggregation,bottomk_ratio,temporal_run_length,patch_region_size,patch_spat_percentile,patch_temp_percentile,patch_final_score,final_score
real,DiDeMo,p000013.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.8946078419685364,0.7529411911964417,0.7671078443527222,0.7671078443527222
real,DiDeMo,p000018.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.08063725382089615,0.5887255072593689,0.5379166603088379,0.5379166603088379
real,DiDeMo,p000022.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.3799019753932953,0.8654412031173706,0.8168872594833374,0.8168872594833374
real,DiDeMo,p000035.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.9776960611343384,0.7757353186607361,0.7959313988685608,0.7959313988685608
real,DiDeMo,p000037.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.4281862676143646,0.9904412031173706,0.9342156648635864,0.9342156648635864
real,DiDeMo,p000041.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.045098040252923965,0.3497548997402191,0.3192892074584961,0.3192892074584961
real,DiDeMo,p000047.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.6686274409294128,0.906862735748291,0.8830391764640808,0.8830391764640808
real,DiDeMo,p000051.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.26887255907058716,0.8767156600952148,0.8159313201904297,0.8159313201904297
real,DiDeMo,p000055.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.2759803831577301,0.1558823585510254,0.16789215803146362,0.16789215803146362
real,DiDeMo,p000058.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.4852941036224365,0.7117646932601929,0.6891176104545593,0.6891176104545593
real,DiDeMo,p000070.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.864950954914093,0.79313725233078,0.8003185987472534,0.8003185987472534
real,DiDeMo,p000081.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.4325980246067047,0.6551470756530762,0.6328921318054199,0.6328921318054199
real,DiDeMo,p000084.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.5470588207244873,0.3909313678741455,0.40654411911964417,0.40654411911964417
real,DiDeMo,p000087.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.08627451211214066,0.7953431606292725,0.7244362831115723,0.7244362831115723
real,DiDeMo,p000092.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.3553921580314636,0.7578431367874146,0.717598021030426,0.717598021030426
real,DiDeMo,p000098.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.758088231086731,0.7997549176216125,0.7955882549285889,0.7955882549285889
real,DiDeMo,p000106.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.8772059082984924,0.8921568393707275,0.8906617164611816,0.8906617164611816
real,DiDeMo,p000113.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.7536764740943909,0.5164215564727783,0.5401470065116882,0.5401470065116882
real,DiDeMo,p000116.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.3490196168422699,0.34730392694473267,0.34747546911239624,0.34747546911239624
real,DiDeMo,p000125.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.1926470547914505,0.1723039150238037,0.1743382215499878,0.1743382215499878
real,DiDeMo,p000135.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.6713235378265381,0.9139705896377563,0.8897058367729187,0.8897058367729187
real,DiDeMo,p000145.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.17352941632270813,0.5580882430076599,0.5196323394775391,0.5196323394775391
real,DiDeMo,p000152.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.8727940917015076,0.7901960611343384,0.7984558343887329,0.7984558343887329
real,DiDeMo,p000154.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.427205890417099,0.5745097994804382,0.5597794055938721,0.5597794055938721
real,DiDeMo,p000169.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.6946078538894653,0.8794117569923401,0.860931396484375,0.860931396484375
real,DiDeMo,p000170.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.6080882549285889,0.9492647051811218,0.915147066116333,0.915147066116333
real,DiDeMo,p000172.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.8352941274642944,0.47843137383461,0.5141175985336304,0.5141175985336304
real,DiDeMo,p000181.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.5921568870544434,0.9644607901573181,0.9272303581237793,0.9272303581237793
real,DiDeMo,p000193.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.3845588266849518,0.8049019575119019,0.7628676295280457,0.7628676295280457
real,DiDeMo,p000200.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.897549033164978,0.9855391979217529,0.9767401218414307,0.9767401218414307
real,DiDeMo,p000208.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.3642156720161438,0.9399510025978088,0.8823775053024292,0.8823775053024292
real,DiDeMo,p000209.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.8404411673545837,0.9098039269447327,0.9028676152229309,0.9028676152229309
real,DiDeMo,p000212.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.2904411852359772,0.5345588326454163,0.5101470351219177,0.5101470351219177
real,DiDeMo,p000213.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.3296568691730499,0.8333333134651184,0.7829656004905701,0.7829656004905701
real,DiDeMo,p000217.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.7855392098426819,0.9389705657958984,0.9236273765563965,0.9236273765563965
real,DiDeMo,p000222.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.47573530673980713,0.8522058725357056,0.814558744430542,0.814558744430542
real,DiDeMo,p000224.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.9022058844566345,0.5446078181266785,0.5803676247596741,0.5803676247596741
real,DiDeMo,p000236.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.3656862676143646,0.8232843279838562,0.7775245308876038,0.7775245308876038
real,DiDeMo,p000241.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.5078431367874146,0.8039215803146362,0.7743136882781982,0.7743136882781982
real,DiDeMo,p000252.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.6786764860153198,0.3539215624332428,0.3863970637321472,0.3863970637321472
real,DiDeMo,p000254.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.9122549295425415,0.6411764621734619,0.6682842969894409,0.6682842969894409
real,DiDeMo,p000257.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.3066176474094391,0.6583333611488342,0.623161792755127,0.623161792755127
real,DiDeMo,p000262.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.44411763548851013,0.7894607782363892,0.7549264430999756,0.7549264430999756
real,DiDeMo,p000265.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.40269607305526733,0.9367647171020508,0.88335782289505,0.88335782289505
real,DiDeMo,p000266.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.8992646932601929,0.9210784435272217,0.9188970327377319,0.9188970327377319
real,DiDeMo,p000268.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.7575980424880981,0.7323529124259949,0.7348774075508118,0.7348774075508118
real,DiDeMo,p000278.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.07352941483259201,0.5703431367874146,0.5206617712974548,0.5206617712974548
real,DiDeMo,p000292.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.6203431487083435,0.58186274766922,0.5857107639312744,0.5857107639312744
real,DiDeMo,p000300.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.5517156720161438,0.7632352709770203,0.7420832514762878,0.7420832514762878
real,DiDeMo,p000304.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.9644607901573181,0.9078431129455566,0.9135048985481262,0.9135048985481262
real,DiDeMo,p000305.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.4674019515514374,0.8897058963775635,0.8474754691123962,0.8474754691123962
real,DiDeMo,p000306.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.6122549176216125,0.7482843399047852,0.7346813678741455,0.7346813678741455
real,DiDeMo,p000308.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.6061274409294128,0.6720588207244873,0.6654656529426575,0.6654656529426575
real,DiDeMo,p000310.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.36617645621299744,0.33676469326019287,0.33970585465431213,0.33970585465431213
