subset,source_model,filename,global_score,patch_score,alpha,final_score
real,DiDeMo,p000013.mp4,0.3428449493760301,0.7671078443527222,0.6,0.5125501073667069
real,DiDeMo,p000018.mp4,0.2772692488815634,0.5379166603088379,0.6,0.38152821345247323
real,DiDeMo,p000022.mp4,0.7494260654579703,0.8168872594833374,0.6,0.7764105430681172
real,DiDeMo,p000035.mp4,0.6691340946550506,0.7959313988685608,0.6,0.7198530163404546
real,DiDeMo,p000037.mp4,0.7073375323757947,0.9342156648635864,0.6,0.7980887853709113
real,DiDeMo,p000041.mp4,0.0563927478219919,0.3192892074584961,0.6,0.16155133167659358
real,DiDeMo,p000047.mp4,0.6623793265834707,0.8830391764640808,0.6,0.7506432665357148
real,DiDeMo,p000051.mp4,0.5536113727336944,0.8159313201904297,0.6,0.6585393517163886
real,DiDeMo,p000055.mp4,0.3544413703790911,0.1678921580314636,0.6,0.2798216854400401
real,DiDeMo,p000058.mp4,0.3482605368495408,0.6891176104545593,0.6,0.4846033662915482
real,DiDeMo,p000070.mp4,0.8854338356486933,0.8003185987472534,0.6,0.8513877408881174
real,DiDeMo,p000081.mp4,0.6563750882976218,0.6328921318054199,0.6,0.6469819057007411
real,DiDeMo,p000084.mp4,0.2966064280668707,0.4065441191196441,0.6,0.3405815044879801
real,DiDeMo,p000087.mp4,0.0360842947963268,0.7244362831115723,0.6,0.31142509012242503
real,DiDeMo,p000092.mp4,0.0274311278549564,0.717598021030426,0.6,0.30349788512514425
real,DiDeMo,p000098.mp4,0.8472009653873322,0.7955882549285889,0.6,0.8265558812038349
real,DiDeMo,p000106.mp4,0.3862432305156581,0.8906617164611816,0.6,0.5880106248938676
real,DiDeMo,p000113.mp4,0.4062573581351542,0.5401470065116882,0.6,0.4598132174857678
real,DiDeMo,p000116.mp4,0.5381004238285849,0.3474754691123962,0.6,0.46185044194210945
real,DiDeMo,p000125.mp4,0.0505503885095361,0.1743382215499878,0.6,0.10006552172571678
real,DiDeMo,p000135.mp4,0.3012420532140334,0.8897058367729187,0.6,0.5366275666375876
real,DiDeMo,p000145.mp4,0.0809983517777254,0.5196323394775391,0.6,0.2564519468576509
real,DiDeMo,p000152.mp4,0.4971303272898516,0.7984558343887329,0.6,0.6176605301294041
real,DiDeMo,p000154.mp4,0.0814251236166705,0.5597794055938721,0.6,0.2727668364075511
real,DiDeMo,p000169.mp4,0.840343183423593,0.860931396484375,0.6,0.8485784686479059
real,DiDeMo,p000170.mp4,0.4801183188132799,0.915147066116333,0.6,0.6541298177345012
real,DiDeMo,p000172.mp4,0.6605545090652225,0.5141175985336304,0.6,0.6019797448525857
real,DiDeMo,p000181.mp4,0.7304273604897575,0.9272303581237792,0.6,0.8091485595433663
real,DiDeMo,p000193.mp4,0.2359165293148104,0.7628676295280457,0.6,0.4466969694001045
real,DiDeMo,p000200.mp4,0.2545914763362373,0.9767401218414308,0.6,0.5434509345383147
real,DiDeMo,p000208.mp4,0.3874352484106428,0.8823775053024292,0.6,0.5854121511673573
real,DiDeMo,p000209.mp4,0.9387803155168356,0.9028676152229308,0.6,0.9244152353992737
real,DiDeMo,p000212.mp4,0.4069931716505769,0.5101470351219177,0.6,0.44825471703911324
real,DiDeMo,p000213.mp4,0.141276194961149,0.7829656004905701,0.6,0.3979519571729174
real,DiDeMo,p000217.mp4,0.4702289851659995,0.9236273765563964,0.6,0.6515883417221582
real,DiDeMo,p000222.mp4,0.8009330115375559,0.814558744430542,0.6,0.8063833046947504
real,DiDeMo,p000224.mp4,0.6320343772074406,0.5803676247596741,0.6,0.611367676228334
real,DiDeMo,p000236.mp4,0.431687073228161,0.7775245308876038,0.6,0.5700220562919381
real,DiDeMo,p000241.mp4,0.2490728749705674,0.7743136882781982,0.6,0.45916920029361974
real,DiDeMo,p000252.mp4,0.2331057216858959,0.3863970637321472,0.6,0.2944222585043964
real,DiDeMo,p000254.mp4,0.2702201554038144,0.6682842969894409,0.6,0.429445812038065
real,DiDeMo,p000257.mp4,0.2625676948434188,0.623161792755127,0.6,0.40680533400810204
real,DiDeMo,p000262.mp4,0.7181539910525077,0.7549264430999756,0.6,0.7328629718714949
real,DiDeMo,p000265.mp4,0.823640216623499,0.88335782289505,0.6,0.8475272591321193
real,DiDeMo,p000266.mp4,0.7554303037438191,0.918897032737732,0.6,0.8208169953413843
real,DiDeMo,p000268.mp4,0.5496379797504121,0.7348774075508118,0.6,0.6237337508705719
real,DiDeMo,p000278.mp4,0.0444137037909112,0.5206617712974548,0.6,0.23491293079352865
real,DiDeMo,p000292.mp4,0.1393630798210501,0.5857107639312744,0.6,0.31790215346513984
real,DiDeMo,p000300.mp4,0.1173769719802213,0.7420832514762878,0.6,0.3672594837786479
real,DiDeMo,p000304.mp4,0.3338385919472569,0.9135048985481262,0.6,0.5657051145876046
real,DiDeMo,p000305.mp4,0.0812485283729691,0.8474754691123962,0.6,0.38773930466873996
real,DiDeMo,p000306.mp4,0.219301860136567,0.7346813678741455,0.6,0.4254536632315984
real,DiDeMo,p000308.mp4,0.1718860372027313,0.6654656529426575,0.6,0.36931788349870176
real,DiDeMo,p000310.mp4,0.3712179185307276,0.3397058546543121,0.6,0.3586130929801614
real,DiDeMo,p000315.mp4,0.7344154697433483,0.7559558153152466,0.6,0.7430316079721075
real,DiDeMo,p000317.mp4,0.3785466211443372,0.4112990200519562,0.6,0.39164758070738476
real,DiDeMo,p000333.mp4,0.3937926771838945,0.921960711479187,0.6,0.6050598909020115
real,DiDeMo,p000346.mp4,0.1718860372027313,0.6654656529426575,0.6,0.36931788349870176
real,DiDeMo,p000372.mp4,0.4682570049446668,0.9684558510780334,0.6,0.6683365433980135
real,DiDeMo,p000374.mp4,0.5716682364021662,0.9603186249732972,0.6,0.7271283918306186
real,DiDeMo,p000375.mp4,0.0830439133506004,0.5148283839225769,0.6,0.25575770157939104
real,DiDeMo,p000377.mp4,0.0923593124558511,0.5186764597892761,0.6,0.2628861713892211
real,DiDeMo,p000389.mp4,0.56269131151401,0.7390686273574829,0.6,0.6332422378513991
real,DiDeMo,p000392.mp4,0.856972568872145,0.9306862354278564,0.6,0.8864580354944296
real,DiDeMo,p000396.mp4,0.0356722392276901,0.4232842922210693,0.6,0.19071706042504177
real,DiDeMo,p000402.mp4,0.5626177301624676,0.6573038697242737,0.6,0.6004921859871901
real,DiDeMo,p000403.mp4,0.3581793030374381,0.94933819770813,0.6,0.5946428609057148
real,DiDeMo,p000405.mp4,0.1233664939957617,0.501029372215271,0.6,0.27443164528356545
real,DiDeMo,p000406.mp4,0.5513892159171179,0.8335539102554321,0.6,0.6642550936524436
real,DiDeMo,p000415.mp4,0.681230868848599,0.4362254738807678,0.6,0.5832287108614665
real,DiDeMo,p000416.mp4,0.5749058158700259,0.7971568703651428,0.6,0.6638062376680727
real,DiDeMo,p000449.mp4,0.2102807864374852,0.7181127071380615,0.6,0.4134135547177157
real,DiDeMo,p000452.mp4,0.4725100070638097,0.8996813297271729,0.6,0.643378536129155
real,DiDeMo,p000457.mp4,0.1634094655050624,0.7852451205253601,0.6,0.4121437275131815
real,DiDeMo,p000462.mp4,0.7081469272427596,0.727450966835022,0.6,0.7158685430796645
real,DiDeMo,p000464.mp4,0.8436249117023782,0.7756372690200806,0.6,0.816429854629459
real,DiDeMo,p000484.mp4,0.2011861313868613,0.2481127381324768,0.6,0.2199567740851075
real,DiDeMo,p000487.mp4,0.153490699317165,0.3370343148708343,0.6,0.2269081455386327
real,DiDeMo,p000503.mp4,0.1340946550506239,0.7571813464164734,0.6,0.3833293315969637
real,DiDeMo,p000513.mp4,0.5419119378384742,0.2251470685005188,0.6,0.41520599010329207
real,DiDeMo,p000514.mp4,0.1419972922062632,0.286617636680603,0.6,0.19984542999599914
real,DiDeMo,p000516.mp4,0.9380003531904874,0.7767646908760071,0.6,0.8735060882646952
real,DiDeMo,p000518.mp4,0.2212002590063574,0.9014215469360352,0.6,0.49328877417822853
real,DiDeMo,p000532.mp4,0.0496821285613374,0.4681862592697143,0.6,0.21708378084468816
real,DiDeMo,p000533.mp4,0.070167176830704,0.715343177318573,0.6,0.3282375770258516
real,DiDeMo,p000534.mp4,0.932010831174947,0.5477696061134338,0.6,0.7783143411503417
real,DiDeMo,p000539.mp4,0.6182305156581116,0.3219362497329712,0.6,0.4997128092880554
real,DiDeMo,p000546.mp4,0.4106133741464563,0.4983823299407959,0.6,0.4457209564641922
real,DiDeMo,p000547.mp4,0.0852219213562514,0.8179411888122559,0.6,0.3783096283386532
real,DiDeMo,p000549.mp4,0.2406846008947492,0.6046078205108643,0.6,0.38625388874119526
real,DiDeMo,p000562.mp4,0.7147986814221804,0.7787255048751831,0.6,0.7403694108033815
real,DiDeMo,p000566.mp4,0.2560483870967742,0.4524509906768799,0.6,0.3346094285288165
real,DiDeMo,p000588.mp4,0.8555009418412998,0.9380637407302856,0.6,0.8885260613968942
real,DiDeMo,p000598.mp4,0.7976807157993878,0.904632329940796,0.6,0.8404613614559511
real,DiDeMo,p000615.mp4,0.3643601365669884,0.84375,0.6,0.556116081940193
real,DiDeMo,p000621.mp4,0.593948669649164,0.6429166197776794,0.6,0.6135358497005703
real,DiDeMo,p000623.mp4,0.0100659288909818,0.627916693687439,0.6,0.2572062348095647
real,DiDeMo,p000636.mp4,0.1194225335530963,0.702720582485199,0.6,0.35274175312593736
real,DiDeMo,p000639.mp4,0.9439898752060278,0.7200980186462402,0.6,0.8544331325821127
real,DiDeMo,p000640.mp4,0.5316546974334824,0.6801225543022156,0.6,0.5910418401809756
real,DiDeMo,p000641.mp4,0.4840034141747116,0.2773774564266205,0.6,0.40135303107547515
real,DiDeMo,p000654.mp4,0.5311101954320696,0.812303900718689,0.6,0.6435876775467173
real,DiDeMo,p000658.mp4,0.8770014127619497,0.8787744641304016,0.6,0.8777106333093305
real,DiDeMo,p000663.mp4,0.6019543206969626,0.77813720703125,0.6,0.6724274752306776
real,DiDeMo,p000667.mp4,0.4279049917588886,0.7370833158493042,0.6,0.5515763213950549
real,DiDeMo,p000668.mp4,0.7486902519425478,0.9321568012237548,0.6,0.8220768716550306
real,DiDeMo,p000680.mp4,0.5259742170944196,0.7290441393852234,0.6,0.607202186010741
real,DiDeMo,p000684.mp4,0.206925476807158,0.2378676384687423,0.6,0.21930234147179173
real,DiDeMo,p000690.mp4,0.5497262773722628,0.8826715350151062,0.6,0.6829043804294002
real,DiDeMo,p000700.mp4,0.0191605839416058,0.671593189239502,0.6,0.2801336260607643
real,DiDeMo,p000714.mp4,0.8754267718389451,0.4186519384384155,0.6,0.6927168384787332
real,DiDeMo,p000715.mp4,0.5093595479161761,0.9361029267311096,0.6,0.6800568994421495
real,DiDeMo,p000719.mp4,0.37357252178008,0.8562989830970764,0.6,0.5666631063068786
real,DiDeMo,p000741.mp4,0.5259742170944196,0.7290441393852234,0.6,0.607202186010741
real,DiDeMo,p000745.mp4,0.4621497527666588,0.8378185629844666,0.6,0.6124172768537819
real,DiDeMo,p000760.mp4,0.7256151400988933,0.6419117450714111,0.6,0.6921337820879003
real,DiDeMo,p000776.mp4,0.0680921827172121,0.741519570350647,0.6,0.33746313777058606
real,DiDeMo,p000784.mp4,0.2003031551683541,0.5121813416481018,0.6,0.32505442976025317
real,DiDeMo,p000801.mp4,0.1318430656934306,0.6074264645576477,0.6,0.32207642523911745
real,DiDeMo,p000805.mp4,0.5853543677890275,0.7134068012237549,0.6,0.6365753411629185
real,DiDeMo,p000813.mp4,0.7894101718860372,0.5625489950180054,0.6,0.6986657011388244
real,DiDeMo,p000819.mp4,0.4504356016011302,0.5374264717102051,0.6,0.48523194964476013
real,DiDeMo,p000821.mp4,0.0314633859194725,0.3798038959503174,0.6,0.17079958993181046
real,DiDeMo,p000822.mp4,0.8328378855662821,0.6816176176071167,0.6,0.772349778382616
real,DiDeMo,p000836.mp4,0.606030727572404,0.5274264812469482,0.6,0.5745890290422216
real,DiDeMo,p000843.mp4,0.2874823404756298,0.5391176342964172,0.6,0.3881364580039448
real,DiDeMo,p000845.mp4,0.0901371556392747,0.4727205634117126,0.6,0.24317051874824988
real,DiDeMo,p000846.mp4,0.3816223216388039,0.9467156529426576,0.6,0.6076596541603454
real,DiDeMo,p000849.mp4,0.0721685895926536,0.6844362616539001,0.6,0.31707565841715224
real,DiDeMo,p000851.mp4,0.5143777960913586,0.8573283553123474,0.6,0.6515580197797541
real,DiDeMo,p000856.mp4,0.5472245114198258,0.5960538983345032,0.6,0.5667562661856966
real,DiDeMo,p000862.mp4,0.1664704497292206,0.3911764621734619,0.6,0.25635285470691715
real,DiDeMo,p000863.mp4,0.8677007299270073,0.7266666293144226,0.6,0.8112870896819735
real,DiDeMo,p000869.mp4,0.488241700023546,0.6821813583374023,0.6,0.5658175633490885
real,DiDeMo,p000872.mp4,0.5744496114904638,0.878602921962738,0.6,0.6961109356793735
real,DiDeMo,p000876.mp4,0.0054450200141276,0.6226716041564941,0.6,0.25233565367107424
real,DiDeMo,p000881.mp4,0.0230309630327289,0.040833331644535,0.6,0.03015191047745134
real,DiDeMo,p000884.mp4,0.0202643042147398,0.1383333355188369,0.6,0.06749191673637864
real,DiDeMo,p000886.mp4,0.6851159642100306,0.8620587587356567,0.6,0.7558930820202812
real,DiDeMo,p000891.mp4,0.2857605368495408,0.9066911935806274,0.6,0.5341327995419755
real,DiDeMo,p000902.mp4,0.9029756298563693,0.9362499713897704,0.6,0.9162853664697297
real,DiDeMo,p000907.mp4,0.8619466682364022,0.8814705610275269,0.6,0.8697562253528521
