subset,source_model,filename,fusion,global_weight,patch_spat_weight,patch_temp_weight,patch_temp_mode,match_radius,top_m,temperature,lambda_dist,aggregation,bottomk_ratio,temporal_run_length,patch_region_size,patch_spat_percentile,patch_temp_percentile,patch_final_score,final_score
real,DiDeMo,p000013.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.8803921341896057,0.8007352948188782,0.8087009787559509,0.8087009787559509
real,DiDeMo,p000018.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.06519608199596405,0.38848039507865906,0.3561519682407379,0.3561519682407379
real,DiDeMo,p000022.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.26249998807907104,0.8482843041419983,0.7897058725357056,0.7897058725357056
real,DiDeMo,p000035.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.9723039269447327,0.7556372284889221,0.77730393409729,0.77730393409729
real,DiDeMo,p000037.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.5784313678741455,0.9901960492134094,0.9490196108818054,0.9490196108818054
real,DiDeMo,p000041.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.012009804137051105,0.07328431308269501,0.06715686619281769,0.06715686619281769
real,DiDeMo,p000047.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6921568512916565,0.9428921341896057,0.9178186058998108,0.9178186058998108
real,DiDeMo,p000051.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.3029411733150482,0.8098039031028748,0.7591176629066467,0.7591176629066467
real,DiDeMo,p000055.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.40808823704719543,0.238725483417511,0.2556617558002472,0.2556617558002472
real,DiDeMo,p000058.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.43529412150382996,0.64436274766922,0.6234558820724487,0.6234558820724487
real,DiDeMo,p000070.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.8634803891181946,0.852450966835022,0.8535539507865906,0.8535539507865906
real,DiDeMo,p000081.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.3387254774570465,0.6642156839370728,0.6316666603088379,0.6316666603088379
real,DiDeMo,p000084.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.4676470458507538,0.4840686321258545,0.4824264645576477,0.4824264645576477
real,DiDeMo,p000087.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.15490196645259857,0.8742647171020508,0.8023284077644348,0.8023284077644348
real,DiDeMo,p000092.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6294117569923401,0.4629901945590973,0.47963234782218933,0.47963234782218933
real,DiDeMo,p000098.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.8931372761726379,0.8100489974021912,0.8183578252792358,0.8183578252792358
real,DiDeMo,p000106.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.9563725590705872,0.9137254953384399,0.9179902076721191,0.9179902076721191
real,DiDeMo,p000113.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.7473039031028748,0.6348039507865906,0.6460539102554321,0.6460539102554321
real,DiDeMo,p000116.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.4276960790157318,0.27941176295280457,0.29424020648002625,0.29424020648002625
real,DiDeMo,p000125.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.09632352739572525,0.1404411792755127,0.1360294073820114,0.1360294073820114
real,DiDeMo,p000135.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6220588088035583,0.9112744927406311,0.8823529481887817,0.8823529481887817
real,DiDeMo,p000145.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.10024509578943253,0.23700980842113495,0.22333332896232605,0.22333332896232605
real,DiDeMo,p000152.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.9227941036224365,0.8727940917015076,0.8777941465377808,0.8777941465377808
real,DiDeMo,p000154.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.5036764740943909,0.6002451181411743,0.5905882120132446,0.5905882120132446
real,DiDeMo,p000169.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6382352709770203,0.8401960730552673,0.8199999928474426,0.8199999928474426
real,DiDeMo,p000170.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6936274766921997,0.8678921461105347,0.850465714931488,0.850465714931488
real,DiDeMo,p000172.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6860294342041016,0.5813725590705872,0.5918382406234741,0.5918382406234741
real,DiDeMo,p000181.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6821078658103943,0.9578431248664856,0.9302695989608765,0.9302695989608765
real,DiDeMo,p000193.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.13112744688987732,0.6801470518112183,0.6252450942993164,0.6252450942993164
real,DiDeMo,p000200.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.8742647171020508,0.9786764979362488,0.9682353138923645,0.9682353138923645
real,DiDeMo,p000208.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.21642157435417175,0.8845587968826294,0.8177450895309448,0.8177450895309448
real,DiDeMo,p000209.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.8965686559677124,0.9495097994804382,0.944215714931488,0.944215714931488
real,DiDeMo,p000212.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.33676469326019287,0.5477941036224365,0.526691198348999,0.526691198348999
real,DiDeMo,p000213.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.4367647171020508,0.8791666626930237,0.8349264860153198,0.8349264860153198
real,DiDeMo,p000217.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.7590686082839966,0.95686274766922,0.9370833039283752,0.9370833039283752
real,DiDeMo,p000222.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.41593137383461,0.8904411792755127,0.8429902195930481,0.8429902195930481
real,DiDeMo,p000224.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.970588207244873,0.6686274409294128,0.6988235116004944,0.6988235116004944
real,DiDeMo,p000236.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.5372549295425415,0.751960813999176,0.7304902076721191,0.7304902076721191
real,DiDeMo,p000241.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6816176176071167,0.8399509787559509,0.8241176605224609,0.8241176605224609
real,DiDeMo,p000252.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.8071078658103943,0.44044119119644165,0.47710785269737244,0.47710785269737244
real,DiDeMo,p000254.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.7107843160629272,0.6931372284889221,0.6949019432067871,0.6949019432067871
real,DiDeMo,p000257.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.19485294818878174,0.5867646932601929,0.5475735068321228,0.5475735068321228
real,DiDeMo,p000262.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.5433823466300964,0.813725471496582,0.7866911888122559,0.7866911888122559
real,DiDeMo,p000265.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.38333332538604736,0.8870097994804382,0.8366421461105347,0.8366421461105347
real,DiDeMo,p000266.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.9196078181266785,0.9409313797950745,0.9387990236282349,0.9387990236282349
real,DiDeMo,p000268.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.7276960611343384,0.7188725471496582,0.7197548747062683,0.7197548747062683
real,DiDeMo,p000278.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.018627451732754707,0.3855392038822174,0.34884804487228394,0.34884804487228394
real,DiDeMo,p000292.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.8129901885986328,0.5674019455909729,0.5919607877731323,0.5919607877731323
real,DiDeMo,p000300.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6639705896377563,0.738725483417511,0.731249988079071,0.731249988079071
real,DiDeMo,p000304.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.9186274409294128,0.9328431487083435,0.9314215779304504,0.9314215779304504
real,DiDeMo,p000305.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.4004901945590973,0.9306372404098511,0.8776225447654724,0.8776225447654724
real,DiDeMo,p000306.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.3693627417087555,0.7735294103622437,0.7331127524375916,0.7331127524375916
real,DiDeMo,p000308.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.28774508833885193,0.4269607961177826,0.4130392074584961,0.4130392074584961
real,DiDeMo,p000310.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.43995097279548645,0.3651960790157318,0.37267157435417175,0.37267157435417175
real,DiDeMo,p000315.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.751960813999176,0.7914215922355652,0.7874754667282104,0.7874754667282104
real,DiDeMo,p000317.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.6227940917015076,0.3791666626930237,0.40352940559387207,0.40352940559387207
real,DiDeMo,p000333.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.929411768913269,0.9002450704574585,0.9031617641448975,0.9031617641448975
real,DiDeMo,p000346.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.28774508833885193,0.4269607961177826,0.4130392074584961,0.4130392074584961
real,DiDeMo,p000372.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.9727941155433655,0.9647058844566345,0.9655147194862366,0.9655147194862366
real,DiDeMo,p000374.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,bottomk_mean,0.2,3,1,0.7566176652908325,0.9995098114013672,0.9752205610275269,0.9752205610275269
