dataset,video_id,selector,repeat,duration_seconds,total_seconds,coarse_decode_prepare_seconds,selection_seconds,coarse_forward_seconds,dense_decode_prepare_seconds,dense_forward_seconds,score_seconds,cdf_seconds,coarse_frames,dense_unique_frames,effective_k,observed_unique_frames,coarse_computed_frames,dense_computed_frames,peak_gpu_allocated_mib,peak_gpu_reserved_mib,rss_mib,process_peak_rss_mib,final_score
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/d5e45073-c4e6-5614-90b6-162e5011ffed.mp4,uniform1,1,8.0,0.18911099061369896,2.2603198885917664e-05,4.825182259082794e-05,0.0,0.10781925730407238,0.06264770403504372,0.017859026789665222,0.0007102396339178085,0,16,1,16,0,16,1270.11669921875,1382.0,1945.5625,3117.203125,0.206875
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/86344334-97ae-5493-afc4-65be75e10b08.mp4,uniform1,1,8.0,0.17634377256035805,1.84476375579834e-05,5.0045549869537354e-05,0.0,0.09107774309813976,0.061060311272740364,0.023438572883605957,0.000694936141371727,0,16,1,16,0,16,1270.11669921875,1382.0,1892.09375,3117.203125,0.397625
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/sakaya5_515406421%2Fmd.mp4,fc1,0,5.0,0.20558826811611652,0.04223551228642464,0.00025930255651474,0.030002564191818237,0.04808819480240345,0.0656331405043602,0.018653491511940956,0.0007115006446838379,5,16,1,19,8,16,1270.11669921875,1382.0,1943.59375,3117.203125,0.010624999999999999
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ronron0319_846026845%2Fmd.mp4,fc1,0,10.0,0.30971847102046013,0.08855372294783592,0.00037820637226104736,0.061826908960938454,0.07972761802375317,0.06262323819100857,0.01589704304933548,0.0007078442722558975,10,16,1,24,16,16,1270.11669921875,1382.0,1966.5625,3117.203125,0.780125
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/lw7pTwpx0K0_38_48.mp4,fc1,0,10.01,1.2386035677045584,0.5841350052505732,0.0003681071102619171,0.05986949801445007,0.5167626421898603,0.061055175960063934,0.015697883442044258,0.0007109511643648148,10,16,1,24,16,16,1270.11669921875,1382.0,1983.37109375,3117.203125,0.5267499999999999
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/VxM96IYzw0Q_2_15.mp4,fc1,0,13.013,0.28898688964545727,0.09146752208471298,0.0004239603877067566,0.060257503762841225,0.05091840773820877,0.06458435952663422,0.020623983815312386,0.0007071942090988159,13,16,1,27,16,16,1270.11669921875,1382.0,1974.88671875,3117.203125,0.31162500000000004
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/d5e45073-c4e6-5614-90b6-162e5011ffed.mp4,fc1,0,8.0,0.36300576105713844,0.1088211890310049,0.00033679045736789703,0.029966970905661583,0.14841776341199875,0.06185680441558361,0.012893138453364372,0.0007085483521223068,8,16,1,22,8,16,1270.11669921875,1382.0,2002.60546875,3117.203125,0.170875
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/86344334-97ae-5493-afc4-65be75e10b08.mp4,fc1,0,8.0,0.3871182855218649,0.11030260846018791,0.0003239773213863373,0.029984811320900917,0.167548019438982,0.06102337688207626,0.0172403696924448,0.0006898082792758942,8,16,1,22,8,16,1270.11669921875,1382.0,2001.91015625,3117.203125,0.39787500000000003
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/sakaya5_515406421%2Fmd.mp4,fc1,1,5.0,0.22428377903997898,0.04478205740451813,0.0002567172050476074,0.030636603012681007,0.07220649160444736,0.06267961300909519,0.013010695576667786,0.0007070545107126236,5,16,1,19,8,16,1270.11669921875,1382.0,2001.91015625,3117.203125,0.010624999999999999
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ronron0319_846026845%2Fmd.mp4,fc1,1,10.0,0.2846192717552185,0.07490171864628792,0.00038009509444236755,0.059669267386198044,0.05785184167325497,0.06720628030598164,0.023878972977399826,0.0007259547710418701,10,16,1,24,16,16,1270.11669921875,1382.0,1996.12890625,3117.203125,0.780125
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/lw7pTwpx0K0_38_48.mp4,fc1,1,10.01,1.219693897292018,0.5530263837426901,0.0003669336438179016,0.059982338920235634,0.5326158162206411,0.06105366349220276,0.011967966333031654,0.0006760098040103912,10,16,1,24,16,16,1270.11669921875,1382.0,2119.8984375,3117.203125,0.5267499999999999
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/VxM96IYzw0Q_2_15.mp4,fc1,1,13.013,0.29653563909232616,0.0908471867442131,0.00044498033821582794,0.06526695005595684,0.05186941288411617,0.06441382318735123,0.022987304255366325,0.0007011275738477707,13,16,1,27,16,16,1270.11669921875,1382.0,1915.88671875,3117.203125,0.31162500000000004
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/d5e45073-c4e6-5614-90b6-162e5011ffed.mp4,fc1,1,8.0,0.35987431555986404,0.11009690910577774,0.00031768716871738434,0.02988937683403492,0.1458305176347494,0.06092970818281174,0.012111041694879532,0.0006941650062799454,8,16,1,22,8,16,1270.11669921875,1382.0,1989.58984375,3117.203125,0.170875
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/86344334-97ae-5493-afc4-65be75e10b08.mp4,fc1,1,8.0,0.363307798281312,0.1080697774887085,0.00030921585857868195,0.030720140784978867,0.14865045621991158,0.060995716601610184,0.013843761757016182,0.0007135868072509766,8,16,1,22,8,16,1270.11669921875,1382.0,2038.7734375,3117.203125,0.39787500000000003
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/sakaya5_515406421%2Fmd.mp4,uniform3,0,5.0,0.33176184818148613,1.8950551748275757e-05,5.706585943698883e-05,0.0,0.10237802565097809,0.1523076742887497,0.07629796490073204,0.0006978902965784073,0,40,3,40,0,40,1270.11669921875,1384.0,2059.140625,3117.203125,0.012964589589589591
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ronron0319_846026845%2Fmd.mp4,uniform3,0,10.0,0.4001805428415537,2.090074121952057e-05,6.0090795159339905e-05,0.0,0.14211499318480492,0.1828149538487196,0.07445976510643959,0.0007059145718812943,0,48,3,48,0,48,1270.11669921875,1384.0,2102.015625,3117.203125,0.7265803303303303
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/lw7pTwpx0K0_38_48.mp4,uniform3,0,10.01,1.155977327376604,2.129189670085907e-05,5.553103983402252e-05,0.0,0.9095793664455414,0.18244320526719093,0.06315125338733196,0.0007234904915094376,0,48,3,48,0,48,1270.11669921875,1384.0,2124.55078125,3117.203125,0.349389014014014
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/VxM96IYzw0Q_2_15.mp4,uniform3,0,13.013,0.3362158555537462,2.5898218154907227e-05,6.200186908245087e-05,0.0,0.1101387944072485,0.18185524828732014,0.043411433696746826,0.0007188543677330017,0,48,3,48,0,48,1270.11669921875,1384.0,2124.55078125,3117.203125,0.35838726226226225
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/d5e45073-c4e6-5614-90b6-162e5011ffed.mp4,uniform3,0,8.0,0.4970279820263386,1.840852200984955e-05,5.77680766582489e-05,0.0,0.25074452720582485,0.18219118379056454,0.06329748593270779,0.0007149949669837952,0,48,3,48,0,48,1270.11669921875,1384.0,2138.91796875,3117.203125,0.19102339839839838
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/86344334-97ae-5493-afc4-65be75e10b08.mp4,uniform3,0,8.0,0.479832174256444,1.7935410141944885e-05,5.168840289115906e-05,0.0,0.26137453876435757,0.18297374434769154,0.03470167703926563,0.0007087793201208115,0,48,3,48,0,48,1270.11669921875,1384.0,2138.91796875,3117.203125,0.3642022022022022
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/sakaya5_515406421%2Fmd.mp4,uniform3,1,5.0,0.32517591305077076,1.5623867511749268e-05,5.1507726311683655e-05,0.0,0.11741789989173412,0.1551268845796585,0.0518523845821619,0.0007069762796163559,0,40,3,40,0,40,1270.11669921875,1384.0,2138.91796875,3117.203125,0.012964589589589591
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ronron0319_846026845%2Fmd.mp4,uniform3,1,10.0,0.36552388221025467,2.127140760421753e-05,5.590356886386871e-05,0.0,0.1297028809785843,0.18203612230718136,0.05295357666909695,0.0007501412183046341,0,48,3,48,0,48,1270.11669921875,1384.0,2181.7421875,3117.203125,0.7265803303303303
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/lw7pTwpx0K0_38_48.mp4,uniform3,1,10.01,1.1096061784774065,4.452653229236603e-05,0.00011497177183628082,0.0,0.8893454428762197,0.1819730568677187,0.037430234253406525,0.0006937142461538315,0,48,3,48,0,48,1270.11669921875,1384.0,2157.39453125,3117.203125,0.349389014014014
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/VxM96IYzw0Q_2_15.mp4,uniform3,1,13.013,0.37075586058199406,2.370402216911316e-05,5.622394382953644e-05,0.0,0.13592053577303886,0.1833154410123825,0.050751086324453354,0.0006849728524684906,0,48,3,48,0,48,1270.11669921875,1384.0,2157.39453125,3117.203125,0.35838726226226225
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/d5e45073-c4e6-5614-90b6-162e5011ffed.mp4,uniform3,1,8.0,0.4880595803260803,1.8037855625152588e-05,5.122832953929901e-05,0.0,0.24500569328665733,0.1822453998029232,0.05999034084379673,0.0007448587566614151,0,48,3,48,0,48,1270.11669921875,1384.0,2157.39453125,3117.203125,0.19102339839839838
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/86344334-97ae-5493-afc4-65be75e10b08.mp4,uniform3,1,8.0,0.5024261996150017,1.9291415810585022e-05,5.372054874897003e-05,0.0,0.26103359274566174,0.18259098753333092,0.05801501125097275,0.0007092282176017761,0,48,3,48,0,48,1270.11669921875,1384.0,2157.39453125,3117.203125,0.3642022022022022
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/sakaya5_515406421%2Fmd.mp4,fc3,0,5.0,0.3355897534638643,0.043905340135097504,0.00027578696608543396,0.030680017545819283,0.10317244194447994,0.12249247170984745,0.03432326763868332,0.0007353276014328003,5,32,3,33,8,32,1270.11669921875,1384.0,2173.703125,3117.203125,0.011838088088088089
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ronron0319_846026845%2Fmd.mp4,fc3,0,10.0,0.3719292227178812,0.07970779202878475,0.0003600791096687317,0.060927219688892365,0.10146468132734299,0.09272087179124355,0.03600475937128067,0.0007396545261144638,10,24,3,31,16,24,1270.11669921875,1384.0,2173.703125,3117.203125,0.762894019019019
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/lw7pTwpx0K0_38_48.mp4,fc3,0,10.01,1.5511282738298178,0.6289039365947247,0.00038150325417518616,0.05892042629420757,0.6494458578526974,0.1521156206727028,0.06065583415329456,0.0007008835673332214,10,36,3,41,16,40,1270.11669921875,1384.0,2152.4453125,3117.203125,0.40738263263263264
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/VxM96IYzw0Q_2_15.mp4,fc3,0,13.013,0.46759334206581116,0.09129710868000984,0.00042743980884552,0.0596756637096405,0.11065508425235748,0.15203805267810822,0.05278145708143711,0.000714275985956192,13,36,3,44,16,40,1270.11669921875,1384.0,2152.4453125,3117.203125,0.34617142142142143
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/d5e45073-c4e6-5614-90b6-162e5011ffed.mp4,fc3,0,8.0,0.46882786974310875,0.10509156249463558,0.0003531314432621002,0.03025866486132145,0.17377210967242718,0.12234419025480747,0.0362823773175478,0.0007214490324258804,8,28,3,32,8,32,1270.11669921875,1384.0,2152.4453125,3117.203125,0.1665827077077077
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/86344334-97ae-5493-afc4-65be75e10b08.mp4,fc3,0,8.0,0.44069505855441093,0.11061346344649792,0.0003208722919225693,0.03017033264040947,0.17154168151319027,0.09152398072183132,0.035840973258018494,0.0006790757179260254,8,24,3,29,8,24,1270.11669921875,1384.0,2152.4453125,3117.203125,0.3253624874874875
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/sakaya5_515406421%2Fmd.mp4,fc3,1,5.0,0.3317105434834957,0.04764665476977825,0.00025171786546707153,0.03015139326453209,0.08568706922233105,0.12306921184062958,0.04421775043010712,0.0006820876151323318,5,32,3,33,8,32,1270.11669921875,1384.0,2152.4453125,3117.203125,0.011838088088088089
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ronron0319_846026845%2Fmd.mp4,fc3,1,10.0,0.34634311869740486,0.07894726656377316,0.00034968554973602295,0.05965222790837288,0.076045086607337,0.09278655238449574,0.037874242290854454,0.0006834305822849274,10,24,3,31,16,24,1270.11669921875,1384.0,2152.4453125,3117.203125,0.762894019019019
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/lw7pTwpx0K0_38_48.mp4,fc3,1,10.01,1.4702591188251972,0.5900046564638615,0.00034615397453308105,0.05898563005030155,0.6301008276641369,0.15039908699691296,0.03973783180117607,0.000680556520819664,10,36,3,41,16,40,1270.11669921875,1384.0,2173.82421875,3117.203125,0.40738263263263264
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/VxM96IYzw0Q_2_15.mp4,fc3,1,13.013,0.4720998052507639,0.08314985781908035,0.00042165815830230713,0.0597343984991312,0.1275104209780693,0.1534567717462778,0.0471616555005312,0.0006612874567508698,13,36,3,44,16,40,1270.11669921875,1384.0,2173.82421875,3117.203125,0.34617142142142143
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/d5e45073-c4e6-5614-90b6-162e5011ffed.mp4,fc3,1,8.0,0.4942808225750923,0.10929710045456886,0.00031766854226589203,0.03011663258075714,0.1866601724177599,0.12190274707973003,0.04526926390826702,0.0007121115922927856,8,28,3,32,8,32,1270.11669921875,1384.0,2173.82421875,3117.203125,0.1665827077077077
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/86344334-97ae-5493-afc4-65be75e10b08.mp4,fc3,1,8.0,0.4343608021736145,0.09944867715239525,0.0003070533275604248,0.03004736639559269,0.16972712986171246,0.09124770574271679,0.04292481951415539,0.0006542038172483444,8,24,3,29,8,24,1270.11669921875,1384.0,2173.82421875,3117.203125,0.3253624874874875
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6004632.mp4,uniform1,0,2.0,0.09324040822684765,1.331232488155365e-05,5.095638334751129e-05,0.0,0.020591454580426216,0.059957295656204224,0.011947067454457283,0.000677160918712616,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.083375
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8000321.mp4,uniform1,0,3.0,0.09203643165528774,1.352652907371521e-05,4.3487176299095154e-05,0.0,0.01807226799428463,0.06095437705516815,0.01228330284357071,0.0006658732891082764,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.130125
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8002495.mp4,uniform1,0,3.0,0.09721344895660877,1.3688579201698303e-05,4.3665990233421326e-05,0.0,0.02312253788113594,0.06128566898405552,0.0120819341391325,0.0006620585918426514,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.11250000000000002
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6000460.mp4,uniform1,0,2.0,0.09699966013431549,1.2326985597610474e-05,4.3196603655815125e-05,0.0,0.021782897412776947,0.06229707971215248,0.012188650667667389,0.00067148357629776,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.02475
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000196.mp4,uniform1,0,3.0,0.11854210309684277,1.3859942555427551e-05,4.3487176299095154e-05,0.0,0.0444978903979063,0.06092990003526211,0.012326866388320923,0.000726042315363884,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.062
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3006315.mp4,uniform1,0,2.0,0.09608547948300838,1.2507662177085876e-05,4.41577285528183e-05,0.0,0.021199461072683334,0.061679670587182045,0.012476760894060135,0.0006692055612802505,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.1345
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2000573.mp4,uniform1,0,2.0,0.09879260882735252,1.2438744306564331e-05,4.3155625462532043e-05,0.0,0.0246259905397892,0.0610432717949152,0.01239067129790783,0.000673564150929451,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.013875
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3004577.mp4,uniform1,0,2.0,0.09475722350180149,1.271069049835205e-05,4.239566624164581e-05,0.0,0.020699897781014442,0.06108422391116619,0.012230945751070976,0.0006834995001554489,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.104375
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0005066.mp4,uniform1,0,3.0,0.1255695391446352,1.3560056686401367e-05,4.390627145767212e-05,0.0,0.0503633264452219,0.06093632988631725,0.013505354523658752,0.0007034800946712494,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.0032500000000000003
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p008975.mp4,uniform1,0,3.0,0.11576470546424389,1.3861805200576782e-05,4.5336782932281494e-05,0.0,0.03909097984433174,0.06100834161043167,0.014922531321644783,0.0006802044808864594,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.490375
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0002070.mp4,uniform1,0,3.0,0.12419573962688446,1.307949423789978e-05,4.343502223491669e-05,0.0,0.047038279473781586,0.06096620671451092,0.015452614054083824,0.00067865289747715,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.166375
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000331.mp4,uniform1,0,3.0,0.11314108222723007,1.405365765094757e-05,4.592910408973694e-05,0.0,0.03789147175848484,0.061558591201901436,0.012966416776180267,0.0006611458957195282,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.142875
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000369.mp4,uniform1,0,2.0,0.10760924033820629,1.2148171663284302e-05,4.077330231666565e-05,0.0,0.03205891698598862,0.06103705242276192,0.013799615204334259,0.0006569996476173401,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.370875
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1005967.mp4,uniform1,0,2.0,0.09901576675474644,1.2548640370368958e-05,4.14922833442688e-05,0.0,0.022766951471567154,0.06137421168386936,0.014077519997954369,0.0007393024861812592,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.023375
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,uniform1,0,2.0,0.11443041451275349,1.2740492820739746e-05,4.419498145580292e-05,0.0,0.03797251172363758,0.06362640112638474,0.0120721235871315,0.000698331743478775,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.5005
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000052.mp4,uniform1,0,2.0,0.10858579911291599,1.2699514627456665e-05,4.328601062297821e-05,0.0,0.03444625250995159,0.061082471162080765,0.012324243783950806,0.0006732754409313202,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.052125
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2001302.mp4,uniform1,0,2.0,0.10707044787704945,3.143772482872009e-05,9.192898869514465e-05,0.0,0.029371999204158783,0.060842832550406456,0.01606132835149765,0.0006669647991657257,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.146
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000449.mp4,uniform1,0,2.0,0.09536592103540897,1.2168660759925842e-05,3.992021083831787e-05,0.0,0.0194562841206789,0.061299536377191544,0.013910733163356781,0.0006435178220272064,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.0125
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p002652.mp4,uniform1,0,3.0,0.11332129128277302,1.3807788491249084e-05,4.456751048564911e-05,0.0,0.03708367422223091,0.061291856691241264,0.014200270175933838,0.0006833188235759735,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.33687500000000004
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1004271.mp4,uniform1,0,2.0,0.09562294371426105,1.2638047337532043e-05,4.398636519908905e-05,0.0,0.0215348731726408,0.061048081144690514,0.01230633445084095,0.0006733126938343048,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.39387500000000003
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000765.mp4,uniform1,0,2.0,0.09084565937519073,1.2639909982681274e-05,4.212372004985809e-05,0.0,0.01714441180229187,0.061002470552921295,0.01196514256298542,0.0006755385547876358,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.17099999999999999
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000600.mp4,uniform1,0,2.5,0.16937127523124218,1.2466683983802795e-05,4.2421743273735046e-05,0.0,0.0913737565279007,0.061273859813809395,0.015916772186756134,0.0007478427141904831,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.66875
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000922.mp4,uniform1,0,2.5,0.17167390324175358,1.3880431652069092e-05,4.60892915725708e-05,0.0,0.09309028275310993,0.06132860109210014,0.016492534428834915,0.0006986036896705627,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.2495
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p110928.mp4,uniform1,0,3.0,0.10536434687674046,1.3148412108421326e-05,4.069879651069641e-05,0.0,0.03006872721016407,0.06158054433763027,0.012961240485310555,0.000695815309882164,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.328625
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6004632.mp4,uniform1,1,2.0,0.09959562867879868,1.200847327709198e-05,4.139915108680725e-05,0.0,0.02251792512834072,0.06141877919435501,0.014876343309879303,0.0007252711802721024,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.083375
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8000321.mp4,uniform1,1,3.0,0.09583933278918266,1.3217329978942871e-05,4.308484494686127e-05,0.0,0.022041767835617065,0.061147671192884445,0.011815093457698822,0.0007743071764707565,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.130125
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8002495.mp4,uniform1,1,3.0,0.09398161247372627,1.3768672943115234e-05,4.599057137966156e-05,0.0,0.01790972612798214,0.06144339591264725,0.013868767768144608,0.0006958488374948502,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.11250000000000002
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6000460.mp4,uniform1,1,2.0,0.10123757272958755,1.202709972858429e-05,4.3664127588272095e-05,0.0,0.02545255795121193,0.061627913266420364,0.013300443068146706,0.0007965695112943649,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.02475
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000196.mp4,uniform1,1,3.0,0.11534219607710838,1.485086977481842e-05,4.682131111621857e-05,0.0,0.03907356038689613,0.0630525965243578,0.012408323585987091,0.0007415488362312317,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.062
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3006315.mp4,uniform1,1,2.0,0.09188630804419518,1.3433396816253662e-05,4.449672996997833e-05,0.0,0.0175798200070858,0.06144361570477486,0.01207020878791809,0.000730929896235466,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.1345
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2000573.mp4,uniform1,1,2.0,0.10305273532867432,1.2347474694252014e-05,3.969110548496246e-05,0.0,0.027718687430024147,0.06174967437982559,0.012780210003256798,0.0007480662316083908,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.013875
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3004577.mp4,uniform1,1,2.0,0.10010311380028725,1.2679025530815125e-05,4.359520971775055e-05,0.0,0.023228516802191734,0.06328923627734184,0.012782441452145576,0.000742817297577858,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.104375
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0005066.mp4,uniform1,1,3.0,0.14637412689626217,3.0115246772766113e-05,0.00010490976274013519,0.0,0.06571044214069843,0.06391492858529091,0.015908900648355484,0.0006998032331466675,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.0032500000000000003
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p008975.mp4,uniform1,1,3.0,0.11050650477409363,1.345016062259674e-05,4.099123179912567e-05,0.0,0.033891335129737854,0.0632750540971756,0.01258924975991249,0.0006925351917743683,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.490375
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0002070.mp4,uniform1,1,3.0,0.1332853715866804,1.3289973139762878e-05,4.0549784898757935e-05,0.0,0.05604553408920765,0.0615813322365284,0.014909779652953148,0.0006911195814609528,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.166375
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000331.mp4,uniform1,1,3.0,0.1209387443959713,1.3541430234909058e-05,3.932975232601166e-05,0.0,0.04393293149769306,0.06185917183756828,0.014400366693735123,0.0006896592676639557,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.142875
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000369.mp4,uniform1,1,2.0,0.11776605807244778,1.2138858437538147e-05,3.950856626033783e-05,0.0,0.0408200528472662,0.06158754415810108,0.014603454619646072,0.000699363648891449,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.370875
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1005967.mp4,uniform1,1,2.0,0.10204252786934376,1.2680888175964355e-05,3.830529749393463e-05,0.0,0.024751730263233185,0.062348710373044014,0.014185314998030663,0.0007018689066171646,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.023375
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,uniform1,1,2.0,0.1160608809441328,1.2559816241264343e-05,3.96091490983963e-05,0.0,0.03487074188888073,0.06127902679145336,0.019174862653017044,0.0006803758442401886,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.5005
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000052.mp4,uniform1,1,2.0,0.10907347500324249,1.2287870049476624e-05,3.951042890548706e-05,0.0,0.03472964093089104,0.06186014227569103,0.011696197092533112,0.000731373205780983,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.052125
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2001302.mp4,uniform1,1,2.0,0.10352926701307297,1.2878328561782837e-05,4.496052861213684e-05,0.0,0.028251662850379944,0.06187615916132927,0.012613877654075623,0.0007259361445903778,0,16,1,16,0,16,1270.24169921875,1384.0,2150.08203125,3117.203125,0.146
