subset,source_model,filename,fusion,global_weight,patch_spat_weight,patch_temp_weight,patch_temp_mode,match_radius,top_m,temperature,lambda_dist,aggregation,bottomk_ratio,temporal_run_length,patch_region_size,patch_spat_percentile,patch_temp_percentile,patch_final_score,final_score
real,MSR-VTT,video0.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.4633413553237915,0.2163461595773697,0.24104566872119904,0.24104566872119904
real,MSR-VTT,video1.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.7026242017745972,0.7093349099159241,0.7086638808250427,0.7086638808250427
real,MSR-VTT,video10.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.8572716116905212,0.9872796535491943,0.9742788672447205,0.9742788672447205
real,MSR-VTT,video100.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.030649038031697273,0.11889022588729858,0.11006610840559006,0.11006610840559006
real,MSR-VTT,video1000.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.21474358439445496,0.3324318826198578,0.32066306471824646,0.32066306471824646
real,MSR-VTT,video1001.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.30218347907066345,0.8394430875778198,0.7857171297073364,0.7857171297073364
real,MSR-VTT,video1002.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.41656652092933655,0.35647034645080566,0.36247995495796204,0.36247995495796204
real,MSR-VTT,video1003.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.3181089758872986,0.27784454822540283,0.2818709909915924,0.2818709909915924
real,MSR-VTT,video1004.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.6052684187889099,0.6308093070983887,0.6282551884651184,0.6282551884651184
real,MSR-VTT,video1005.mp4,patch_only,,0.1,0.9,same_grid_second_order,,,,,mean,0.5,3,1,0.13141025602817535,0.17017227411270142,0.1662960797548294,0.1662960797548294
